subject,hand,comparison,volume_a,volume_b,overlap
47,left,D1_D2,1413,2478,1070
47,left,D1_D3,1413,2244,957
47,left,D1_D4,1413,1513,428
47,left,D1_D5,1413,879,160
47,left,D2_D3,2478,2244,1897
47,left,D2_D4,2478,1513,1256
47,left,D2_D5,2478,879,688
47,left,D3_D4,2244,1513,1292
47,left,D3_D5,2244,879,677
47,left,D4_D5,1513,879,706
47,right,D1_D2,411,277,162
47,right,D1_D3,411,643,198
47,right,D1_D4,411,155,83
47,right,D1_D5,411,774,119
47,right,D2_D3,277,643,187
47,right,D2_D4,277,155,97
47,right,D2_D5,277,774,135
47,right,D3_D4,643,155,117
47,right,D3_D5,643,774,292
47,right,D4_D5,155,774,123
