subject,hand,comparison,distance
47,left,D1_D2,0.3350632
47,left,D1_D3,0.5028672
47,left,D1_D4,0.6345335
47,left,D1_D5,0.5871285
47,left,D2_D3,0.1316305
47,left,D2_D4,0.3360687
47,left,D2_D5,0.4492602
47,left,D3_D4,0.190648
47,left,D3_D5,0.4082077
47,left,D4_D5,0.1626129
47,right,D1_D2,-0.02137262
47,right,D1_D3,0.2301383
47,right,D1_D4,0.3650711
47,right,D1_D5,0.3894719
47,right,D2_D3,0.1171654
47,right,D2_D4,0.2708493
47,right,D2_D5,0.5297428
47,right,D3_D4,0.2011829
47,right,D3_D5,0.5219384
47,right,D4_D5,0.3232105
