subject,hand,comparison,volume_a,volume_b,overlap
47,left,D1_D2,1716,3019,1002
47,left,D1_D3,1716,2658,898
47,left,D1_D4,1716,2218,483
47,left,D1_D5,1716,1069,206
47,left,D2_D3,3019,2658,2147
47,left,D2_D4,3019,2218,1678
47,left,D2_D5,3019,1069,780
47,left,D3_D4,2658,2218,1658
47,left,D3_D5,2658,1069,802
47,left,D4_D5,2218,1069,984
47,right,D1_D2,1188,739,409
47,right,D1_D3,1188,1340,665
47,right,D1_D4,1188,531,332
47,right,D1_D5,1188,1315,480
47,right,D2_D3,739,1340,442
47,right,D2_D4,739,531,259
47,right,D2_D5,739,1315,285
47,right,D3_D4,1340,531,381
47,right,D3_D5,1340,1315,584
47,right,D4_D5,531,1315,347
