subject,hand,comparison,distance
47,left,D1_D2,0.7532395
47,left,D1_D3,0.9602004
47,left,D1_D4,1.211421
47,left,D1_D5,1.19677
47,left,D2_D3,0.2790313
47,left,D2_D4,0.6328878
47,left,D2_D5,0.9441889
47,left,D3_D4,0.2345625
47,left,D3_D5,0.848815
47,left,D4_D5,0.3997591
47,right,D1_D2,0.04985798
47,right,D1_D3,0.3136519
47,right,D1_D4,0.4595887
47,right,D1_D5,0.3443825
47,right,D2_D3,0.1529157
47,right,D2_D4,0.2765124
47,right,D2_D5,0.4977356
47,right,D3_D4,0.1857164
47,right,D3_D5,0.4310355
47,right,D4_D5,0.3118804
