subject,hand,comparison,volume_a,volume_b,overlap
28,left,D1_D2,1120,2283,966
28,left,D1_D3,1120,1797,800
28,left,D1_D4,1120,1807,804
28,left,D1_D5,1120,1733,743
28,left,D2_D3,2283,1797,1361
28,left,D2_D4,2283,1807,1289
28,left,D2_D5,2283,1733,1184
28,left,D3_D4,1797,1807,1370
28,left,D3_D5,1797,1733,1296
28,left,D4_D5,1807,1733,1253
28,right,D1_D2,491,710,263
28,right,D1_D3,491,1880,303
28,right,D1_D4,491,959,225
28,right,D1_D5,491,1191,234
28,right,D2_D3,710,1880,499
28,right,D2_D4,710,959,367
28,right,D2_D5,710,1191,385
28,right,D3_D4,1880,959,834
28,right,D3_D5,1880,1191,1003
28,right,D4_D5,959,1191,716
