subject,hand,digit,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
28,left,D1,7770,-2.937,-0.7106,-0.3093,-0.2937,0.09223,1.309,0.3605,147,104,111,-57,-22,39
28,left,D1,7687,-5.866,-0.3067,0.2126,0.09925,0.837,6.471,0.6213,39,111,133,51,-15,61
28,left,D2,7770,-2.609,-0.7781,-0.2629,-0.237,0.1831,1.527,0.4348,151,107,114,-61,-19,42
28,left,D2,7687,-6.294,-0.1654,0.4932,0.3367,1.245,9.041,0.8261,39,111,133,51,-15,61
28,left,D3,7770,-3.518,-0.8538,-0.321,-0.2763,0.1646,1.344,0.4439,150,107,112,-60,-19,40
28,left,D3,7687,-4.213,-0.3965,0.2874,0.1658,1.093,5.655,0.7368,39,111,133,51,-15,61
28,left,D4,7770,-1.775,-0.606,-0.1933,-0.1775,0.1924,1.345,0.3436,151,107,114,-61,-19,42
28,left,D4,7687,-6.039,-0.3914,0.3092,0.1513,1.128,7.55,0.8207,39,111,133,51,-15,61
28,left,D5,7770,-3.84,-0.8828,-0.3507,-0.294,0.1165,1.336,0.4428,150,107,112,-60,-19,40
28,left,D5,7687,-2.93,-0.4474,0.2526,0.1644,1.002,5.15,0.6786,44,106,138,46,-20,66
28,right,D1,7770,-1.479,-0.2974,0.08884,0.05071,0.518,2.226,0.3625,144,105,128,-54,-21,56
28,right,D1,7687,-1.357,-0.2643,0.04071,0.03692,0.3461,1.569,0.2675,54,110,143,36,-16,71
28,right,D2,7770,-0.7965,-0.3316,0.09377,0.007565,0.6543,4.049,0.4097,133,110,138,-43,-16,66
28,right,D2,7687,-1.718,-0.5168,-0.1687,-0.1613,0.1714,1.502,0.2939,54,110,143,36,-16,71
28,right,D3,7770,-1.029,-0.1224,0.419,0.2685,1.128,6.47,0.6338,133,110,138,-43,-16,66
28,right,D3,7687,-2.288,-0.2505,0.1038,0.07376,0.4651,3.2,0.3501,38,105,119,52,-21,47
28,right,D4,7770,-1.217,-0.3519,0.179,0.08269,0.7757,4.72,0.5608,134,105,138,-44,-21,66
28,right,D4,7687,-1.85,-0.3982,-0.07572,-0.08083,0.253,2.686,0.2922,54,110,143,36,-16,71
28,right,D5,7770,-1.712,-0.3639,0.1606,0.05794,0.8289,5.349,0.5605,133,110,138,-43,-16,66
28,right,D5,7687,-3.029,-0.6635,-0.2241,-0.2173,0.1945,2.172,0.4291,53,110,142,37,-16,70
