subject,hand,comparison,volume_a,volume_b,overlap
28,left,D1_D2,321,736,194
28,left,D1_D3,321,411,121
28,left,D1_D4,321,462,119
28,left,D1_D5,321,493,87
28,left,D2_D3,736,411,260
28,left,D2_D4,736,462,230
28,left,D2_D5,736,493,176
28,left,D3_D4,411,462,227
28,left,D3_D5,411,493,232
28,left,D4_D5,462,493,208
28,right,D1_D2,529,713,276
28,right,D1_D3,529,1392,357
28,right,D1_D4,529,477,183
28,right,D1_D5,529,553,160
28,right,D2_D3,713,1392,490
28,right,D2_D4,713,477,279
28,right,D2_D5,713,553,222
28,right,D3_D4,1392,477,450
28,right,D3_D5,1392,553,410
28,right,D4_D5,477,553,305
