subject,hand,comparison,distance
49,left,D1_D2,0.08071852
49,left,D1_D3,0.1294726
49,left,D1_D4,0.1545688
49,left,D1_D5,0.1491058
49,left,D2_D3,0.05991362
49,left,D2_D4,0.1411749
49,left,D2_D5,0.1537504
49,left,D3_D4,0.02906397
49,left,D3_D5,0.1166835
49,left,D4_D5,0.09056764
49,right,D1_D2,0.0978706
49,right,D1_D3,0.1652572
49,right,D1_D4,0.1700918
49,right,D1_D5,0.1750688
49,right,D2_D3,0.05639502
49,right,D2_D4,0.1550591
49,right,D2_D5,0.1753514
49,right,D3_D4,0.1154487
49,right,D3_D5,0.1276458
49,right,D4_D5,0.01344956
