subject,hand,comparison,volume_a,volume_b,overlap
59,left,D1_D2,1998,1951,1259
59,left,D1_D3,1998,1273,772
59,left,D1_D4,1998,1448,832
59,left,D1_D5,1998,1578,801
59,left,D2_D3,1951,1273,883
59,left,D2_D4,1951,1448,990
59,left,D2_D5,1951,1578,1000
59,left,D3_D4,1273,1448,882
59,left,D3_D5,1273,1578,854
59,left,D4_D5,1448,1578,918
59,right,D1_D2,2537,2181,1554
59,right,D1_D3,2537,2248,1381
59,right,D1_D4,2537,1904,1174
59,right,D1_D5,2537,3083,1577
59,right,D2_D3,2181,2248,1557
59,right,D2_D4,2181,1904,1238
59,right,D2_D5,2181,3083,1611
59,right,D3_D4,2248,1904,1462
59,right,D3_D5,2248,3083,1797
59,right,D4_D5,1904,3083,1639
