subject,hand,comparison,distance
59,left,D1_D2,0.1220589
59,left,D1_D3,0.2722869
59,left,D1_D4,0.2814559
59,left,D1_D5,0.2966155
59,left,D2_D3,0.04451808
59,left,D2_D4,0.1100685
59,left,D2_D5,0.132853
59,left,D3_D4,0.004284033
59,left,D3_D5,0.0524286
59,left,D4_D5,0.02793184
59,right,D1_D2,0.2566581
59,right,D1_D3,0.3608606
59,right,D1_D4,0.406752
59,right,D1_D5,0.5043923
59,right,D2_D3,0.1598374
59,right,D2_D4,0.2701243
59,right,D2_D5,0.4180461
59,right,D3_D4,0.1052301
59,right,D3_D5,0.3388246
59,right,D4_D5,0.1588594
