subject,hand,digit,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
59,left,D1,7485,-2.146,-0.4382,-0.03642,-0.06623,0.3882,2.862,0.3763,142,95,128,-52,-31,56
59,left,D1,7360,-1.289,-0.1817,0.3959,0.2689,1.117,4.344,0.5801,36,114,129,54,-12,57
59,left,D2,7485,-0.9324,-0.2352,0.08873,0.05553,0.4454,1.777,0.2912,142,94,129,-52,-32,57
59,left,D2,7360,-0.8378,-0.04268,0.4576,0.3486,1.048,7.619,0.5557,45,105,137,45,-21,65
59,left,D3,7485,-2.064,-0.4004,-0.0506,-0.05581,0.308,1.588,0.3025,140,90,130,-50,-36,58
59,left,D3,7360,-1.355,-0.19,0.3019,0.2527,0.8081,3.873,0.4538,45,105,137,45,-21,65
59,left,D4,7485,-1.985,-0.4052,-0.061,-0.0764,0.3058,1.318,0.2923,138,101,118,-48,-25,46
59,left,D4,7360,-0.7935,-0.1957,0.3145,0.2301,0.9034,4.712,0.501,45,105,137,45,-21,65
59,left,D5,7485,-1.286,-0.3364,-0.002897,-0.02111,0.3425,1.346,0.2856,149,114,116,-59,-12,44
59,left,D5,7360,-0.9012,-0.1511,0.3382,0.257,0.8969,4.465,0.4739,45,105,137,45,-21,65
59,right,D1,7485,-0.752,-0.1027,0.4812,0.3334,1.175,8.02,0.6396,133,108,139,-43,-18,67
59,right,D1,7360,-1.312,-0.2791,0.0462,0.01331,0.4236,1.886,0.2959,39,113,130,51,-13,58
59,right,D2,7485,-0.8185,-0.1842,0.411,0.2563,1.158,6.988,0.6346,133,108,139,-43,-18,67
59,right,D2,7360,-2.1,-0.3843,-0.03007,-0.05355,0.3539,1.671,0.3283,27,116,109,63,-10,37
59,right,D3,7485,-0.8565,-0.1631,0.4411,0.2586,1.227,8.091,0.7119,133,108,139,-43,-18,67
59,right,D3,7360,-0.9776,-0.3545,-0.04105,-0.07473,0.3021,1.71,0.2849,36,107,116,54,-19,44
59,right,D4,7485,-0.9827,-0.2813,0.3135,0.1909,0.9994,5.498,0.5981,140,106,135,-50,-20,63
59,right,D4,7360,-2.847,-0.444,-0.1343,-0.1409,0.1772,1.253,0.2847,36,107,116,54,-19,44
59,right,D5,7485,-0.7153,-0.1326,0.5928,0.3996,1.447,9.01,0.8052,138,104,137,-48,-22,65
59,right,D5,7360,-1.166,-0.3543,0.01187,-0.03683,0.4323,2.159,0.3488,27,117,110,63,-9,38
