subject,hand,comparison,volume_a,volume_b,overlap
51,left,D1_D2,267,85,6
51,left,D1_D3,267,626,167
51,left,D1_D4,267,70,23
51,left,D1_D5,267,352,129
51,left,D2_D3,85,626,27
51,left,D2_D4,85,70,7
51,left,D2_D5,85,352,15
51,left,D3_D4,626,70,60
51,left,D3_D5,626,352,217
51,left,D4_D5,70,352,42
51,right,D1_D2,1105,172,111
51,right,D1_D3,1105,361,235
51,right,D1_D4,1105,1025,474
51,right,D1_D5,1105,320,94
51,right,D2_D3,172,361,60
51,right,D2_D4,172,1025,110
51,right,D2_D5,172,320,47
51,right,D3_D4,361,1025,258
51,right,D3_D5,361,320,64
51,right,D4_D5,1025,320,156
