subject,hand,comparison,volume_a,volume_b,overlap
8,left,D1_D2,218,48,38
8,left,D1_D3,218,250,82
8,left,D1_D4,218,269,33
8,left,D1_D5,218,108,37
8,left,D2_D3,48,250,38
8,left,D2_D4,48,269,31
8,left,D2_D5,48,108,32
8,left,D3_D4,250,269,69
8,left,D3_D5,250,108,51
8,left,D4_D5,269,108,50
8,right,D1_D2,18,430,0
8,right,D1_D3,18,60,0
8,right,D1_D4,18,313,0
8,right,D1_D5,18,231,0
8,right,D2_D3,430,60,54
8,right,D2_D4,430,313,113
8,right,D2_D5,430,231,78
8,right,D3_D4,60,313,29
8,right,D3_D5,60,231,12
8,right,D4_D5,313,231,125
