subject,hand,comparison,volume_a,volume_b,overlap
42,left,D1_D2,1648,1066,633
42,left,D1_D3,1648,849,540
42,left,D1_D4,1648,637,346
42,left,D1_D5,1648,691,423
42,left,D2_D3,1066,849,583
42,left,D2_D4,1066,637,402
42,left,D2_D5,1066,691,435
42,left,D3_D4,849,637,442
42,left,D3_D5,849,691,457
42,left,D4_D5,637,691,393
42,right,D1_D2,798,544,196
42,right,D1_D3,798,375,94
42,right,D1_D4,798,328,60
42,right,D1_D5,798,365,40
42,right,D2_D3,544,375,144
42,right,D2_D4,544,328,68
42,right,D2_D5,544,365,41
42,right,D3_D4,375,328,136
42,right,D3_D5,375,365,56
42,right,D4_D5,328,365,169
