subject,hand,comparison,distance
42,left,D1_D2,0.2386146
42,left,D1_D3,0.3619864
42,left,D1_D4,0.2740822
42,left,D1_D5,0.3051541
42,left,D2_D3,0.1600428
42,left,D2_D4,0.2570507
42,left,D2_D5,0.2583884
42,left,D3_D4,0.1207149
42,left,D3_D5,0.1840759
42,left,D4_D5,0.1276602
42,right,D1_D2,0.2119633
42,right,D1_D3,0.2170948
42,right,D1_D4,0.2923282
42,right,D1_D5,0.230073
42,right,D2_D3,0.1117203
42,right,D2_D4,0.1886591
42,right,D2_D5,0.2299629
42,right,D3_D4,0.06747334
42,right,D3_D5,0.1649775
42,right,D4_D5,0.04610293
