subject,hand,comparison,volume_a,volume_b,overlap
42,left,D1_D2,1474,964,455
42,left,D1_D3,1474,1093,343
42,left,D1_D4,1474,832,195
42,left,D1_D5,1474,751,256
42,left,D2_D3,964,1093,525
42,left,D2_D4,964,832,318
42,left,D2_D5,964,751,300
42,left,D3_D4,1093,832,476
42,left,D3_D5,1093,751,427
42,left,D4_D5,832,751,392
42,right,D1_D2,1532,1007,483
42,right,D1_D3,1532,1049,509
42,right,D1_D4,1532,793,328
42,right,D1_D5,1532,1056,353
42,right,D2_D3,1007,1049,502
42,right,D2_D4,1007,793,290
42,right,D2_D5,1007,1056,284
42,right,D3_D4,1049,793,430
42,right,D3_D5,1049,1056,445
42,right,D4_D5,793,1056,497
