subject,hand,digit,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
38,left,D1,6488,-2.613,-0.5612,-0.1932,-0.2072,0.2006,2.229,0.3365,125,93,143,-35,-33,71
38,left,D1,7626,-2.712,-0.5277,-0.02472,-0.07942,0.5604,3.142,0.4794,31,121,123,59,-5,51
38,left,D2,6488,-2.673,-0.1806,0.1401,0.1109,0.4821,2.693,0.2922,127,93,142,-37,-33,70
38,left,D2,7626,-1.883,-0.3881,0.1969,0.1243,0.8533,6.81,0.5655,38,114,135,52,-12,63
38,left,D3,6488,-2.594,-0.4362,-0.07641,-0.08938,0.3012,2.128,0.3238,149,107,120,-59,-19,48
38,left,D3,7626,-2.791,-0.4672,0.08623,0.02177,0.7284,7.804,0.558,44,104,140,46,-22,68
38,left,D4,6488,-0.9588,-0.3531,0.004076,-0.05455,0.4089,3.305,0.3555,149,107,120,-59,-19,48
38,left,D4,7626,-2.187,-0.4602,0.1317,0.02064,0.8533,9.801,0.6211,44,104,140,46,-22,68
38,left,D5,6488,-1.278,-0.145,0.2216,0.185,0.6112,3.315,0.3471,149,107,120,-59,-19,48
38,left,D5,7626,-1.685,-0.3396,0.2056,0.1215,0.8586,10.47,0.5766,44,104,140,46,-22,68
38,right,D1,6488,-1.471,-0.02505,0.7698,0.5767,1.745,8.428,0.8814,128,108,142,-38,-18,70
38,right,D1,7626,-1.06,-0.3079,0.144,0.1193,0.6192,2.31,0.3807,37,113,135,53,-13,63
38,right,D2,6488,-1.457,-0.07011,0.6694,0.5505,1.509,9.587,0.7516,128,108,142,-38,-18,70
38,right,D2,7626,-1.691,-0.4794,-0.05995,-0.05194,0.3268,5.592,0.3536,37,113,135,53,-13,63
38,right,D3,6488,-1.633,-0.1337,0.6391,0.4808,1.587,9.944,0.8202,128,108,142,-38,-18,70
38,right,D3,7626,-1.417,-0.4014,-0.0235,-0.03841,0.3856,3.748,0.3358,37,113,135,53,-13,63
38,right,D4,6488,-0.85,-0.0439,0.6045,0.4884,1.391,8.544,0.6477,128,108,142,-38,-18,70
38,right,D4,7626,-1.216,-0.1648,0.114,0.09931,0.409,1.571,0.2369,37,113,135,53,-13,63
38,right,D5,6488,-1.835,-0.1863,0.4405,0.3303,1.205,7.376,0.623,128,108,142,-38,-18,70
38,right,D5,7626,-1.83,-0.5214,-0.07737,-0.06983,0.3509,4.85,0.3802,37,113,135,53,-13,63
