subject,hand,hemisphere,fold,correlation_coefficient
38,left,right,1,0.7455398
38,left,right,2,0.7732332
38,left,right,3,0.7448612
38,left,right,4,0.326516
38,left,right,5,0.3628599
38,right,left,1,0.6668357
38,right,left,2,0.7749771
38,right,left,3,0.6155131
38,right,left,4,0.8475854
38,right,left,5,0.7606968
