subject,hand,comparison,volume_a,volume_b,overlap
38,left,D1_D2,515,933,353
38,left,D1_D3,515,482,160
38,left,D1_D4,515,509,163
38,left,D1_D5,515,571,158
38,left,D2_D3,933,482,321
38,left,D2_D4,933,509,289
38,left,D2_D5,933,571,317
38,left,D3_D4,482,509,314
38,left,D3_D5,482,571,301
38,left,D4_D5,509,571,362
38,right,D1_D2,2436,2331,1860
38,right,D1_D3,2436,2159,1727
38,right,D1_D4,2436,1940,1499
38,right,D1_D5,2436,1468,1132
38,right,D2_D3,2331,2159,1933
38,right,D2_D4,2331,1940,1655
38,right,D2_D5,2331,1468,1267
38,right,D3_D4,2159,1940,1611
38,right,D3_D5,2159,1468,1296
38,right,D4_D5,1940,1468,1267
