subject,hand,comparison,volume_a,volume_b,overlap
38,left,D1_D2,762,1446,532
38,left,D1_D3,762,1107,270
38,left,D1_D4,762,1297,311
38,left,D1_D5,762,1495,342
38,left,D2_D3,1446,1107,616
38,left,D2_D4,1446,1297,631
38,left,D2_D5,1446,1495,728
38,left,D3_D4,1107,1297,800
38,left,D3_D5,1107,1495,789
38,left,D4_D5,1297,1495,1000
38,right,D1_D2,3064,2858,2204
38,right,D1_D3,3064,2733,2058
38,right,D1_D4,3064,2510,1823
38,right,D1_D5,3064,2004,1414
38,right,D2_D3,2858,2733,2223
38,right,D2_D4,2858,2510,1973
38,right,D2_D5,2858,2004,1605
38,right,D3_D4,2733,2510,2017
38,right,D3_D5,2733,2004,1676
38,right,D4_D5,2510,2004,1626
