subject,hand,comparison,distance
41,left,D1_D2,0.2953077
41,left,D1_D3,0.333728
41,left,D1_D4,0.453895
41,left,D1_D5,0.3955711
41,left,D2_D3,0.1560623
41,left,D2_D4,0.3207576
41,left,D2_D5,0.3519647
41,left,D3_D4,0.0645569
41,left,D3_D5,0.1632987
41,left,D4_D5,0.07676297
41,right,D1_D2,0.2541297
41,right,D1_D3,0.4316247
41,right,D1_D4,0.5106854
41,right,D1_D5,0.418138
41,right,D2_D3,0.06494734
41,right,D2_D4,0.1773685
41,right,D2_D5,0.1872884
41,right,D3_D4,-0.01140955
41,right,D3_D5,0.08072784
41,right,D4_D5,0.006983525
