subject,hand,comparison,distance
41,left,D1_D2,0.187917
41,left,D1_D3,0.1865552
41,left,D1_D4,0.3652261
41,left,D1_D5,0.4029822
41,left,D2_D3,0.1097066
41,left,D2_D4,0.3009501
41,left,D2_D5,0.4620741
41,left,D3_D4,0.1634267
41,left,D3_D5,0.3582774
41,left,D4_D5,0.1486463
41,right,D1_D2,0.182044
41,right,D1_D3,0.3249507
41,right,D1_D4,0.4283474
41,right,D1_D5,0.3514697
41,right,D2_D3,0.05586157
41,right,D2_D4,0.2375515
41,right,D2_D5,0.1852789
41,right,D3_D4,0.01381782
41,right,D3_D5,0.116249
41,right,D4_D5,0.0509532
