subject,hand,run,volume,displacement
22,left,1,1,0.471993
22,left,1,2,0.391025
22,left,1,3,0.427339
22,left,1,4,0.398095
22,left,1,5,0.363351
22,left,1,6,0.427466
22,left,1,7,0.346749
22,left,1,8,0.366253
22,left,1,9,0.377889
22,left,1,10,0.299262
22,left,1,11,0.356892
22,left,1,12,0.359347
22,left,1,13,0.328353
22,left,1,14,0.365201
22,left,1,15,0.297855
22,left,1,16,0.340951
22,left,1,17,0.325124
22,left,1,18,0.291551
22,left,1,19,0.315742
22,left,1,20,0.2647
22,left,1,21,0.288412
22,left,1,22,0.282931
22,left,1,23,0.2475
22,left,1,24,0.266189
22,left,1,25,0.256284
22,left,1,26,0.231097
22,left,1,27,0.247573
22,left,1,28,0.203406
22,left,1,29,0.234315
22,left,1,30,0.193027
22,left,1,31,0.17965
22,left,1,32,0.204869
22,left,1,33,0.150355
22,left,1,34,0.188546
22,left,1,35,0.160653
22,left,1,36,0.136159
22,left,1,37,0.164394
22,left,1,38,0.11355
22,left,1,39,0.143376
22,left,1,40,0.112036
22,left,1,41,0.117076
22,left,1,42,0.119757
22,left,1,43,0.0880431
22,left,1,44,0.112055
22,left,1,45,0.0882495
22,left,1,46,0.108457
22,left,1,47,0.103533
22,left,1,48,0.0628134
22,left,1,49,0.0873037
22,left,1,50,0.0608788
22,left,1,51,0.0746157
22,left,1,52,0.049741
22,left,1,53,0.0555862
22,left,1,54,0.0464206
22,left,1,55,0.0546075
22,left,1,56,0.0566013
22,left,1,57,0.0431466
22,left,1,58,0.0504817
22,left,1,59,0.0575152
22,left,1,60,0.00662385
22,left,1,61,0.0731643
22,left,1,62,0.0624697
22,left,1,63,0.0662533
22,left,1,64,0.0941218
22,left,1,65,0.0774212
22,left,1,66,0.114371
22,left,1,67,0.091743
22,left,1,68,0.114949
22,left,1,69,0.119419
22,left,1,70,0.10897
22,left,1,71,0.150112
22,left,1,72,0.112454
22,left,1,73,0.172223
22,left,1,74,0.153858
22,left,1,75,0.186895
22,left,1,76,0.191226
22,left,1,77,0.196983
22,left,1,78,0.20539
22,left,1,79,0.222616
22,left,1,80,0.239906
22,left,1,81,0.237008
22,left,1,82,0.283694
