subject,hand,comparison,volume_a,volume_b,overlap
22,left,D1_D2,1070,664,296
22,left,D1_D3,1070,888,244
22,left,D1_D4,1070,1234,217
22,left,D1_D5,1070,814,168
22,left,D2_D3,664,888,335
22,left,D2_D4,664,1234,309
22,left,D2_D5,664,814,223
22,left,D3_D4,888,1234,666
22,left,D3_D5,888,814,477
22,left,D4_D5,1234,814,643
22,right,D1_D2,1712,600,441
22,right,D1_D3,1712,885,408
22,right,D1_D4,1712,669,218
22,right,D1_D5,1712,383,139
22,right,D2_D3,600,885,350
22,right,D2_D4,600,669,155
22,right,D2_D5,600,383,66
22,right,D3_D4,885,669,423
22,right,D3_D5,885,383,242
22,right,D4_D5,669,383,248
