subject,hand,digit,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
40,left,D1,6719,-7.117,-0.7242,-0.2128,-0.1658,0.2247,8.064,0.4622,123,111,144,-33,-15,72
40,left,D1,6996,-2.354,-0.3263,0.2586,0.1225,1.008,6.671,0.6676,39,119,127,51,-7,55
40,left,D2,6719,-5.677,-1.37,-0.6134,-0.4629,-0.05722,0.8479,0.6236,146,111,111,-56,-15,39
40,left,D2,6996,-3.852,-0.8737,-0.2904,-0.2899,0.2885,3.949,0.5178,39,119,127,51,-7,55
40,left,D3,6719,-2.735,-0.5002,-0.1274,-0.1302,0.2271,11.33,0.4061,123,111,144,-33,-15,72
40,left,D3,6996,-1.31,-0.2891,0.2162,0.1245,0.7455,5.858,0.5582,39,119,127,51,-7,55
40,left,D4,6719,-9.377,-1.537,-0.6216,-0.4429,0.04808,0.9674,0.7561,147,110,111,-57,-16,39
40,left,D4,6996,-2.744,-0.7633,-0.149,-0.1696,0.5025,2.563,0.535,37,113,130,53,-13,58
40,left,D5,6719,-5.688,-1.294,-0.5946,-0.4782,-0.001918,3.557,0.6269,123,111,144,-33,-15,72
40,left,D5,6996,-2.882,-0.6855,-0.09666,-0.111,0.5686,2.0,0.5273,38,116,130,52,-10,58
40,right,D1,6723,-6.082,-0.3381,0.1964,0.09332,0.8197,5.263,0.5793,136,114,134,-46,-12,62
40,right,D1,6996,-4.337,-0.5903,-0.1398,-0.1299,0.3265,2.76,0.4586,36,121,124,54,-5,52
40,right,D2,6723,-1.315,-0.3279,0.2251,0.1426,0.872,4.049,0.5209,124,114,143,-34,-12,71
40,right,D2,6996,-8.197,-0.9989,-0.4473,-0.3722,0.119,1.466,0.6733,29,114,116,61,-12,44
40,right,D3,6723,-1.695,-0.2317,0.4364,0.2636,1.337,11.6,0.714,136,114,134,-46,-12,62
40,right,D3,6996,-2.963,-0.4897,-0.126,-0.1246,0.2218,2.435,0.3731,29,115,115,61,-11,43
40,right,D4,6723,-6.912,0.02524,0.7256,0.5047,1.74,8.547,0.8173,122,114,143,-32,-12,71
40,right,D4,6996,-2.497,-0.3584,0.04194,0.02355,0.486,2.69,0.3902,31,116,117,59,-10,45
40,right,D5,6723,-3.796,-0.4636,-0.01209,-0.06789,0.521,3.244,0.4669,139,96,136,-49,-30,64
40,right,D5,6996,-3.772,-0.5204,-0.1853,-0.169,0.1474,1.348,0.3337,31,117,120,59,-9,48
