subject,hand,comparison,volume_a,volume_b,overlap
40,left,D1_D2,785,78,61
40,left,D1_D3,785,678,237
40,left,D1_D4,785,193,53
40,left,D1_D5,785,351,51
40,left,D2_D3,78,678,65
40,left,D2_D4,78,193,37
40,left,D2_D5,78,351,42
40,left,D3_D4,678,193,126
40,left,D3_D5,678,351,135
40,left,D4_D5,193,351,96
40,right,D1_D2,705,826,331
40,right,D1_D3,705,1454,519
40,right,D1_D4,705,2084,534
40,right,D1_D5,705,564,212
40,right,D2_D3,826,1454,708
40,right,D2_D4,826,2084,758
40,right,D2_D5,826,564,265
40,right,D3_D4,1454,2084,1234
40,right,D3_D5,1454,564,372
40,right,D4_D5,2084,564,522
