subject,hand,comparison,distance
40,left,D1_D2,0.2585037
40,left,D1_D3,0.3688758
40,left,D1_D4,0.5191504
40,left,D1_D5,0.4697503
40,left,D2_D3,0.2001854
40,left,D2_D4,0.2340733
40,left,D2_D5,0.3654936
40,left,D3_D4,0.05192149
40,left,D3_D5,0.2444215
40,left,D4_D5,-0.03772772
40,right,D1_D2,0.2590778
40,right,D1_D3,0.4819518
40,right,D1_D4,0.4843675
40,right,D1_D5,0.505202
40,right,D2_D3,-0.009349408
40,right,D2_D4,0.2152244
40,right,D2_D5,0.3721014
40,right,D3_D4,0.2197001
40,right,D3_D5,0.5016631
40,right,D4_D5,0.2677178
