subject,hand,comparison,distance
12,left,D1_D2,0.1286411
12,left,D1_D3,0.2273659
12,left,D1_D4,0.2936756
12,left,D1_D5,0.2410401
12,left,D2_D3,0.06668931
12,left,D2_D4,0.1438503
12,left,D2_D5,0.1208563
12,left,D3_D4,0.00374282
12,left,D3_D5,0.06613617
12,left,D4_D5,0.007031134
12,right,D1_D2,0.197029
12,right,D1_D3,0.3330004
12,right,D1_D4,0.5929713
12,right,D1_D5,0.5018013
12,right,D2_D3,0.09897868
12,right,D2_D4,0.2824
12,right,D2_D5,0.3668702
12,right,D3_D4,0.03732377
12,right,D3_D5,0.1816225
12,right,D4_D5,0.08382157
