subject,hand,comparison,distance
61,left,D1_D2,0.08856251
61,left,D1_D3,0.1707717
61,left,D1_D4,0.3303657
61,left,D1_D5,0.2728483
61,left,D2_D3,0.05554401
61,left,D2_D4,0.1829312
61,left,D2_D5,0.1816334
61,left,D3_D4,0.08407292
61,left,D3_D5,0.09646371
61,left,D4_D5,0.05567734
61,right,D1_D2,0.3147402
61,right,D1_D3,0.5572276
61,right,D1_D4,0.6163007
61,right,D1_D5,0.7044428
61,right,D2_D3,0.1581737
61,right,D2_D4,0.3103311
61,right,D2_D5,0.4336051
61,right,D3_D4,0.1724767
61,right,D3_D5,0.3959525
61,right,D4_D5,0.2538817
