subject,hand,comparison,volume_a,volume_b,overlap
61,left,D1_D2,885,1693,486
61,left,D1_D3,885,1856,366
61,left,D1_D4,885,1851,341
61,left,D1_D5,885,853,211
61,left,D2_D3,1693,1856,1189
61,left,D2_D4,1693,1851,1164
61,left,D2_D5,1693,853,632
61,left,D3_D4,1856,1851,1269
61,left,D3_D5,1856,853,680
61,left,D4_D5,1851,853,748
61,right,D1_D2,828,461,299
61,right,D1_D3,828,319,114
61,right,D1_D4,828,717,232
61,right,D1_D5,828,1997,606
61,right,D2_D3,461,319,97
61,right,D2_D4,461,717,161
61,right,D2_D5,461,1997,309
61,right,D3_D4,319,717,219
61,right,D3_D5,319,1997,293
61,right,D4_D5,717,1997,676
