subject,hand,run,volume,displacement
52,left,1,1,0.457217
52,left,1,2,0.358826
52,left,1,3,0.510288
52,left,1,4,0.420159
52,left,1,5,0.325881
52,left,1,6,0.431751
52,left,1,7,0.363141
52,left,1,8,0.512383
52,left,1,9,0.609213
52,left,1,10,0.428254
52,left,1,11,0.355435
52,left,1,12,0.545457
52,left,1,13,0.571556
52,left,1,14,0.342422
52,left,1,15,0.315949
52,left,1,16,0.480501
52,left,1,17,0.476857
52,left,1,18,0.285235
52,left,1,19,0.304316
52,left,1,20,0.445321
52,left,1,21,0.275031
52,left,1,22,0.273936
52,left,1,23,0.4313
52,left,1,24,0.253624
52,left,1,25,0.187704
52,left,1,26,0.344577
52,left,1,27,0.437233
52,left,1,28,0.305709
52,left,1,29,0.181138
52,left,1,30,0.295919
52,left,1,31,0.341452
52,left,1,32,0.239964
52,left,1,33,0.377112
52,left,1,34,0.25291
52,left,1,35,0.106362
52,left,1,36,0.143105
52,left,1,37,0.276436
52,left,1,38,0.155307
52,left,1,39,0.0840327
52,left,1,40,0.128826
52,left,1,41,0.19836
52,left,1,42,0.0857575
52,left,1,43,0.140473
52,left,1,44,0.199505
52,left,1,45,0.0916819
52,left,1,46,0.119329
52,left,1,47,0.238877
52,left,1,48,0.117214
52,left,1,49,0.0852631
52,left,1,50,0.112216
52,left,1,51,0.210105
52,left,1,52,0.106892
52,left,1,53,0.0968922
52,left,1,54,0.0852155
52,left,1,55,0.149002
52,left,1,56,0.0936978
52,left,1,57,0.119714
52,left,1,58,0.0549455
52,left,1,59,0.0537403
52,left,1,60,0.010175
52,left,1,61,0.124977
52,left,1,62,0.0760224
52,left,1,63,0.0978858
52,left,1,64,0.100688
52,left,1,65,0.120399
52,left,1,66,0.0792027
52,left,1,67,0.0684576
52,left,1,68,0.114242
52,left,1,69,0.126916
52,left,1,70,0.106088
52,left,1,71,0.10749
52,left,1,72,0.0964632
52,left,1,73,0.140631
52,left,1,74,0.218159
52,left,1,75,0.136237
52,left,1,76,0.0760924
52,left,1,77,0.115871
52,left,1,78,0.15104
52,left,1,79,0.0947292
52,left,1,80,0.139249
52,left,1,81,0.189937
52,left,1,82,0.109557
52,left,1,83,0.180298
52,left,1,84,0.250216
52,left,1,85,0.133114
52,left,1,86,0.178575
52,left,1,87,0.290057
52,left,1,88,0.19051
52,left,1,89,0.264668
52,left,1,90,0.4098
52,left,1,91,0.325779
52,left,1,92,0.202376
52,left,1,93,0.350794
52,left,1,94,0.4193
52,left,1,95,0.242473
52,left,1,96,0.305052
52,left,1,97,0.436601
52,left,1,98,0.318385
52,left,1,99,0.317151
52,left,1,100,0.393952
52,left,1,101,0.301275
52,left,1,102,0.40543
52,left,1,103,0.533594
52,left,1,104,0.390202
52,left,1,105,0.317968
52,left,1,106,0.426992
52,left,1,107,0.510687
52,left,1,108,0.353417
52,left,1,109,0.333581
52,left,1,110,0.400403
52,left,1,111,0.544642
52,left,1,112,0.500427
52,left,1,113,0.379438
52,left,1,114,0.420456
52,left,1,115,0.606687
52,left,1,116,0.577813
52,left,1,117,0.45661
52,left,1,118,0.63254
52,left,2,1,0.503225
52,left,2,2,0.590451
52,left,2,3,0.69309
52,left,2,4,0.539278
52,left,2,5,0.452792
52,left,2,6,0.628846
52,left,2,7,0.716464
52,left,2,8,0.580528
52,left,2,9,0.468078
52,left,2,10,0.64659
52,left,2,11,0.717114
52,left,2,12,0.599794
52,left,2,13,0.467357
52,left,2,14,0.618999
52,left,2,15,0.669703
52,left,2,16,0.558505
52,left,2,17,0.383743
52,left,2,18,0.456898
52,left,2,19,0.590689
52,left,2,20,0.429329
52,left,2,21,0.274243
52,left,2,22,0.337728
52,left,2,23,0.547822
52,left,2,24,0.553087
52,left,2,25,0.430719
52,left,2,26,0.351884
52,left,2,27,0.523475
52,left,2,28,0.561046
52,left,2,29,0.417362
52,left,2,30,0.282665
52,left,2,31,0.40107
52,left,2,32,0.503186
52,left,2,33,0.363332
52,left,2,34,0.275719
52,left,2,35,0.44172
52,left,2,36,0.34475
52,left,2,37,0.206649
52,left,2,38,0.222691
52,left,2,39,0.374565
52,left,2,40,0.249579
52,left,2,41,0.207315
52,left,2,42,0.342807
52,left,2,43,0.281033
52,left,2,44,0.178849
52,left,2,45,0.285064
52,left,2,46,0.288067
52,left,2,47,0.160348
52,left,2,48,0.17789
52,left,2,49,0.293911
52,left,2,50,0.259035
52,left,2,51,0.112038
52,left,2,52,0.108117
52,left,2,53,0.197572
52,left,2,54,0.08658
52,left,2,55,0.110549
52,left,2,56,0.0698675
52,left,2,57,0.164726
52,left,2,58,0.152282
52,left,2,59,0.0756838
52,left,2,60,0.00708766
52,left,2,61,0.147922
52,left,2,62,0.108757
52,left,2,63,0.0729969
52,left,2,64,0.13478
52,left,2,65,0.166585
52,left,2,66,0.12025
52,left,2,67,0.139583
52,left,2,68,0.135527
52,left,2,69,0.16316
52,left,2,70,0.1504
52,left,2,71,0.102013
52,left,2,72,0.136403
52,left,2,73,0.160236
52,left,2,74,0.157117
52,left,2,75,0.134811
52,left,2,76,0.163336
52,left,2,77,0.154977
52,left,2,78,0.117534
52,left,2,79,0.140601
52,left,2,80,0.147778
52,left,2,81,0.179544
52,left,2,82,0.158984
52,left,2,83,0.19653
52,left,2,84,0.199284
52,left,2,85,0.226915
52,left,2,86,0.238497
52,left,2,87,0.244701
52,left,2,88,0.2654
52,left,2,89,0.274153
52,left,2,90,0.382639
52,left,2,91,0.279508
52,left,2,92,0.326878
52,left,2,93,0.381438
52,left,2,94,0.300689
52,left,2,95,0.335218
52,left,2,96,0.420061
52,left,2,97,0.368397
52,left,2,98,0.365311
52,left,2,99,0.461046
52,left,2,100,0.431752
52,left,2,101,0.468597
52,left,2,102,0.635043
52,left,2,103,0.578623
52,left,2,104,0.578412
52,left,2,105,0.662922
52,left,2,106,0.646882
52,left,2,107,0.611874
52,left,2,108,0.668384
52,left,2,109,0.74378
52,left,2,110,0.790377
52,left,2,111,0.924766
52,left,2,112,1.23122
52,left,2,113,0.927215
52,left,2,114,0.930276
52,left,2,115,1.29528
52,left,2,116,1.76135
52,left,2,117,1.5414
52,left,2,118,1.44124
52,left,3,1,0.492533
52,left,3,2,0.536465
52,left,3,3,0.409367
52,left,3,4,0.382647
52,left,3,5,0.476892
52,left,3,6,0.413264
52,left,3,7,0.480514
52,left,3,8,0.404221
52,left,3,9,0.347849
52,left,3,10,0.451506
52,left,3,11,0.477164
52,left,3,12,0.407401
52,left,3,13,0.309169
52,left,3,14,0.386683
52,left,3,15,0.450817
52,left,3,16,0.361266
52,left,3,17,0.283733
52,left,3,18,0.409263
52,left,3,19,0.390765
52,left,3,20,0.282807
52,left,3,21,0.365011
52,left,3,22,0.418804
52,left,3,23,0.318002
52,left,3,24,0.23748
52,left,3,25,0.330195
52,left,3,26,0.327405
52,left,3,27,0.276994
52,left,3,28,0.315579
52,left,3,29,0.260114
52,left,3,30,0.318467
52,left,3,31,0.255489
52,left,3,32,0.289166
52,left,3,33,0.274767
52,left,3,34,0.148555
