subject,hand,comparison,volume_a,volume_b,overlap
52,left,D1_D2,2614,3118,1932
52,left,D1_D3,2614,3667,1879
52,left,D1_D4,2614,3809,1920
52,left,D1_D5,2614,2681,1484
52,left,D2_D3,3118,3667,2503
52,left,D2_D4,3118,3809,2532
52,left,D2_D5,3118,2681,1925
52,left,D3_D4,3667,3809,3184
52,left,D3_D5,3667,2681,2357
52,left,D4_D5,3809,2681,2463
52,right,D1_D2,2329,2525,1486
52,right,D1_D3,2329,1951,1216
52,right,D1_D4,2329,1517,919
52,right,D1_D5,2329,2097,1165
52,right,D2_D3,2525,1951,1663
52,right,D2_D4,2525,1517,1312
52,right,D2_D5,2525,2097,1700
52,right,D3_D4,1951,1517,1291
52,right,D3_D5,1951,2097,1508
52,right,D4_D5,1517,2097,1351
