subject,hand,comparison,volume_a,volume_b,overlap
52,left,D1_D2,1342,1643,1059
52,left,D1_D3,1342,1887,992
52,left,D1_D4,1342,1871,974
52,left,D1_D5,1342,1303,767
52,left,D2_D3,1643,1887,1239
52,left,D2_D4,1643,1871,1239
52,left,D2_D5,1643,1303,957
52,left,D3_D4,1887,1871,1560
52,left,D3_D5,1887,1303,1145
52,left,D4_D5,1871,1303,1187
52,right,D1_D2,1240,1077,498
52,right,D1_D3,1240,671,266
52,right,D1_D4,1240,374,153
52,right,D1_D5,1240,772,253
52,right,D2_D3,1077,671,506
52,right,D2_D4,1077,374,269
52,right,D2_D5,1077,772,449
52,right,D3_D4,671,374,276
52,right,D3_D5,671,772,394
52,right,D4_D5,374,772,315
