subject,hand,comparison,distance
20,left,D1_D2,0.2325691
20,left,D1_D3,0.247399
20,left,D1_D4,0.3631947
20,left,D1_D5,0.5447015
20,left,D2_D3,0.1016336
20,left,D2_D4,0.09389331
20,left,D2_D5,0.2173431
20,left,D3_D4,0.09144539
20,left,D3_D5,0.1794481
20,left,D4_D5,0.06473929
20,right,D1_D2,0.1808263
20,right,D1_D3,0.1152049
20,right,D1_D4,0.1625637
20,right,D1_D5,0.08907618
20,right,D2_D3,0.1033352
20,right,D2_D4,0.1194111
20,right,D2_D5,0.05510324
20,right,D3_D4,0.01462129
20,right,D3_D5,0.06508721
20,right,D4_D5,0.01555759
