subject,hand,comparison,volume_a,volume_b,overlap
55,left,D1_D2,526,846,233
55,left,D1_D3,526,1212,259
55,left,D1_D4,526,518,103
55,left,D1_D5,526,188,64
55,left,D2_D3,846,1212,613
55,left,D2_D4,846,518,287
55,left,D2_D5,846,188,104
55,left,D3_D4,1212,518,404
55,left,D3_D5,1212,188,147
55,left,D4_D5,518,188,128
55,right,D1_D2,772,573,355
55,right,D1_D3,772,605,303
55,right,D1_D4,772,785,376
55,right,D1_D5,772,388,235
55,right,D2_D3,573,605,269
55,right,D2_D4,573,785,354
55,right,D2_D5,573,388,222
55,right,D3_D4,605,785,411
55,right,D3_D5,605,388,310
55,right,D4_D5,785,388,322
