subject,hand,run,volume,displacement
55,left,1,1,0.334636
55,left,1,2,0.344501
55,left,1,3,0.337882
55,left,1,4,0.349803
55,left,1,5,0.323326
55,left,1,6,0.319876
55,left,1,7,0.326671
55,left,1,8,0.322437
55,left,1,9,0.335989
55,left,1,10,0.307671
55,left,1,11,0.308318
55,left,1,12,0.310897
55,left,1,13,0.316698
55,left,1,14,0.235637
55,left,1,15,0.533716
55,left,1,16,0.260398
55,left,1,17,0.236744
55,left,1,18,0.221288
55,left,1,19,0.239644
55,left,1,20,0.229775
55,left,1,21,0.227221
55,left,1,22,0.214277
55,left,1,23,0.221579
55,left,1,24,0.20725
55,left,1,25,0.204401
55,left,1,26,0.201466
55,left,1,27,0.19483
55,left,1,28,0.193431
55,left,1,29,0.18512
55,left,1,30,0.185196
55,left,1,31,0.168065
55,left,1,32,0.278094
55,left,1,33,0.162605
55,left,1,34,0.175746
55,left,1,35,0.162751
55,left,1,36,0.171831
55,left,1,37,0.155192
55,left,1,38,0.137198
55,left,1,39,0.138137
55,left,1,40,0.130363
55,left,1,41,0.141488
55,left,1,42,0.144866
55,left,1,43,0.133366
55,left,1,44,0.117655
55,left,1,45,0.130855
55,left,1,46,0.11033
55,left,1,47,0.101781
55,left,1,48,0.10051
55,left,1,49,0.100988
55,left,1,50,0.127582
55,left,1,51,0.0895798
55,left,1,52,0.125056
55,left,1,53,0.0829287
55,left,1,54,0.0939225
55,left,1,55,0.112502
55,left,1,56,0.074675
55,left,1,57,0.131878
55,left,1,58,0.0616929
55,left,1,59,0.106875
55,left,1,60,0.00780249
55,left,1,61,0.0925812
55,left,1,62,0.0489048
55,left,1,63,0.082399
55,left,1,64,0.0426366
55,left,1,65,0.0972646
55,left,1,66,0.064516
55,left,1,67,0.0837033
55,left,1,68,0.0709442
55,left,1,69,0.108149
55,left,1,70,0.0789981
55,left,1,71,0.100516
55,left,1,72,0.0890385
55,left,1,73,0.105897
55,left,1,74,0.12697
55,left,1,75,0.086045
55,left,1,76,0.108485
55,left,1,77,0.113134
55,left,1,78,0.137232
55,left,1,79,0.121594
55,left,1,80,0.175853
55,left,1,81,0.159338
55,left,1,82,0.156129
55,left,1,83,0.178672
55,left,1,84,0.213634
55,left,1,85,0.193085
55,left,1,86,0.252592
55,left,1,87,0.222203
55,left,1,88,0.217439
55,left,1,89,0.207838
55,left,1,90,0.263051
55,left,1,91,0.263639
55,left,1,92,0.25239
55,left,1,93,0.324638
55,left,1,94,0.290986
55,left,1,95,0.304509
55,left,1,96,0.285675
55,left,1,97,0.282935
55,left,1,98,0.295843
55,left,1,99,0.294345
55,left,1,100,0.286762
55,left,1,101,0.292982
55,left,1,102,0.306697
55,left,1,103,0.303638
55,left,1,104,0.329074
55,left,1,105,0.323245
55,left,1,106,0.334887
55,left,1,107,0.322371
55,left,1,108,0.331058
55,left,1,109,0.348359
55,left,1,110,0.369738
55,left,1,111,0.514356
55,left,1,112,0.426498
55,left,1,113,0.441667
55,left,1,114,0.457794
55,left,1,115,0.426686
55,left,1,116,0.44313
55,left,1,117,0.462119
55,left,1,118,0.448282
55,left,2,1,0.466581
55,left,2,2,0.461017
55,left,2,3,0.462329
55,left,2,4,0.443959
55,left,2,5,0.452251
55,left,2,6,0.434744
55,left,2,7,0.437209
55,left,2,8,0.421185
55,left,2,9,0.420436
55,left,2,10,0.40895
55,left,2,11,0.417484
55,left,2,12,0.426713
55,left,2,13,0.398639
55,left,2,14,0.401709
55,left,2,15,0.404285
55,left,2,16,0.3923
55,left,2,17,0.370018
55,left,2,18,0.373943
55,left,2,19,0.353889
55,left,2,20,0.34436
55,left,2,21,0.34799
55,left,2,22,0.301596
55,left,2,23,0.318591
55,left,2,24,0.306494
55,left,2,25,0.309227
55,left,2,26,0.282129
55,left,2,27,0.288291
55,left,2,28,0.283479
55,left,2,29,0.276814
55,left,2,30,0.265319
55,left,2,31,0.251145
55,left,2,32,0.255253
55,left,2,33,0.236526
55,left,2,34,0.240857
55,left,2,35,0.219685
55,left,2,36,0.20622
55,left,2,37,0.188118
55,left,2,38,0.188553
55,left,2,39,0.169652
55,left,2,40,0.155747
55,left,2,41,0.162764
55,left,2,42,0.160434
55,left,2,43,0.146338
55,left,2,44,0.135025
55,left,2,45,0.124744
