subject,hand,comparison,distance
55,left,D1_D2,0.5354534
55,left,D1_D3,0.6711888
55,left,D1_D4,0.664776
55,left,D1_D5,0.6303595
55,left,D2_D3,0.2717756
55,left,D2_D4,0.5609262
55,left,D2_D5,0.5637015
55,left,D3_D4,0.09462871
55,left,D3_D5,0.3494569
55,left,D4_D5,0.1566062
55,right,D1_D2,0.1274872
55,right,D1_D3,0.2826517
55,right,D1_D4,0.2759438
55,right,D1_D5,0.3119953
55,right,D2_D3,0.1841307
55,right,D2_D4,0.1598506
55,right,D2_D5,0.2769959
55,right,D3_D4,0.0526845
55,right,D3_D5,0.1291082
55,right,D4_D5,0.03711408
