subject,hand,comparison,volume_a,volume_b,overlap
57,left,D1_D2,254,496,125
57,left,D1_D3,254,1120,151
57,left,D1_D4,254,1225,171
57,left,D1_D5,254,554,116
57,left,D2_D3,496,1120,309
57,left,D2_D4,496,1225,293
57,left,D2_D5,496,554,207
57,left,D3_D4,1120,1225,643
57,left,D3_D5,1120,554,354
57,left,D4_D5,1225,554,379
57,right,D1_D2,639,1046,208
57,right,D1_D3,639,1254,248
57,right,D1_D4,639,748,104
57,right,D1_D5,639,496,47
57,right,D2_D3,1046,1254,545
57,right,D2_D4,1046,748,286
57,right,D2_D5,1046,496,183
57,right,D3_D4,1254,748,460
57,right,D3_D5,1254,496,200
57,right,D4_D5,748,496,208
