subject,hand,comparison,distance
57,left,D1_D2,0.02145425
57,left,D1_D3,0.1074366
57,left,D1_D4,0.1320883
57,left,D1_D5,0.03796797
57,left,D2_D3,0.02178856
57,left,D2_D4,0.04783117
57,left,D2_D5,0.03681326
57,left,D3_D4,0.06228579
57,left,D3_D5,0.1055679
57,left,D4_D5,0.01343028
57,right,D1_D2,0.06620279
57,right,D1_D3,0.1214873
57,right,D1_D4,0.2124039
57,right,D1_D5,0.1203605
57,right,D2_D3,0.1070083
57,right,D2_D4,0.229763
57,right,D2_D5,0.1599954
57,right,D3_D4,0.09122432
57,right,D3_D5,0.1522699
57,right,D4_D5,0.09156661
