subject,hand,digit,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
5,left,D1,8511,-1.314,-0.2781,0.228,0.1579,0.7506,5.524,0.5062,144,88,125,-54,-38,53
5,left,D1,9018,-0.9412,-0.06144,0.6127,0.4817,1.398,9.325,0.7084,40,96,137,50,-30,65
5,left,D2,8511,-1.149,-0.2814,0.2513,0.1428,0.89,4.74,0.5473,142,91,124,-52,-35,52
5,left,D2,9018,-2.196,-0.06061,0.6331,0.4844,1.415,10.8,0.8199,58,100,124,32,-26,52
5,left,D3,8511,-1.232,-0.4858,-0.05654,-0.1018,0.4003,3.228,0.3953,144,87,126,-54,-39,54
5,left,D3,9018,-1.304,-0.1975,0.4599,0.3402,1.238,8.107,0.6714,40,96,137,50,-30,65
5,left,D4,8511,-0.843,-0.2038,0.3025,0.1955,0.8675,5.175,0.5519,143,88,125,-53,-38,53
5,left,D4,9018,-1.111,-0.0693,0.5113,0.4115,1.188,9.236,0.6062,40,96,137,50,-30,65
5,left,D5,8511,-2.192,-0.6763,-0.02477,-0.04999,0.6339,5.577,0.5502,144,86,126,-54,-40,54
5,left,D5,9018,-4.803,-0.2787,0.4249,0.371,1.204,6.744,0.7045,40,96,137,50,-30,65
5,right,D1,8511,-0.8738,-0.2135,0.233,0.1683,0.7477,4.578,0.4429,143,88,125,-53,-38,53
5,right,D1,9018,-5.78,-0.4058,-0.009313,0.009433,0.4238,2.502,0.4328,40,96,136,50,-30,64
5,right,D2,8511,-1.131,-0.09993,0.3128,0.293,0.7332,2.736,0.3513,149,90,127,-59,-36,55
5,right,D2,9018,-6.366,-0.4509,-0.05009,0.000259,0.3907,1.092,0.4784,37,100,125,53,-26,53
5,right,D3,8511,-1.333,-0.2194,0.2816,0.2211,0.8428,3.286,0.4577,146,86,129,-56,-40,57
5,right,D3,9018,-7.503,-0.5268,-0.04195,-0.01235,0.4821,2.458,0.5267,40,96,136,50,-30,64
5,right,D4,8511,-3.648,-0.7222,-0.1631,-0.1185,0.3447,2.06,0.4613,146,86,128,-56,-40,56
5,right,D4,9018,-11.01,-1.249,-0.5894,-0.4134,0.0518,0.9595,0.892,44,101,131,46,-25,59
5,right,D5,8511,-0.6746,-0.05519,0.472,0.3695,1.091,4.97,0.5402,146,86,128,-56,-40,56
5,right,D5,9018,-3.05,-0.3297,0.1068,0.09172,0.5656,3.592,0.4195,40,96,136,50,-30,64
