subject,hand,comparison,volume_a,volume_b,overlap
23,left,D1_D2,1597,1545,872
23,left,D1_D3,1597,1593,678
23,left,D1_D4,1597,1365,635
23,left,D1_D5,1597,884,494
23,left,D2_D3,1545,1593,948
23,left,D2_D4,1545,1365,858
23,left,D2_D5,1545,884,600
23,left,D3_D4,1593,1365,1071
23,left,D3_D5,1593,884,773
23,left,D4_D5,1365,884,735
23,right,D1_D2,2708,5235,2191
23,right,D1_D3,2708,3672,1613
23,right,D1_D4,2708,3197,1410
23,right,D1_D5,2708,2796,1222
23,right,D2_D3,5235,3672,3108
23,right,D2_D4,5235,3197,2574
23,right,D2_D5,5235,2796,2221
23,right,D3_D4,3672,3197,2566
23,right,D3_D5,3672,2796,2195
23,right,D4_D5,3197,2796,2299
