subject,hand,comparison,volume_a,volume_b,overlap
37,left,D1_D2,3595,3194,2378
37,left,D1_D3,3595,3474,2346
37,left,D1_D4,3595,1897,1453
37,left,D1_D5,3595,4668,2722
37,left,D2_D3,3194,3474,2406
37,left,D2_D4,3194,1897,1486
37,left,D2_D5,3194,4668,2686
37,left,D3_D4,3474,1897,1642
37,left,D3_D5,3474,4668,3028
37,left,D4_D5,1897,4668,1802
37,right,D1_D2,1353,1438,564
37,right,D1_D3,1353,3312,848
37,right,D1_D4,1353,1816,590
37,right,D1_D5,1353,1612,491
37,right,D2_D3,1438,3312,1218
37,right,D2_D4,1438,1816,824
37,right,D2_D5,1438,1612,704
37,right,D3_D4,3312,1816,1634
37,right,D3_D5,3312,1612,1427
37,right,D4_D5,1816,1612,1219
