subject,hand,comparison,distance
37,left,D1_D2,0.1428881
37,left,D1_D3,0.1389722
37,left,D1_D4,0.1633201
37,left,D1_D5,0.157741
37,left,D2_D3,0.1321537
37,left,D2_D4,0.1731271
37,left,D2_D5,0.1857147
37,left,D3_D4,0.02847972
37,left,D3_D5,0.1483522
37,left,D4_D5,0.003437043
37,right,D1_D2,0.1362737
37,right,D1_D3,0.2087314
37,right,D1_D4,0.162038
37,right,D1_D5,0.1739842
37,right,D2_D3,0.09655656
37,right,D2_D4,0.1268158
37,right,D2_D5,0.1806593
37,right,D3_D4,0.06682101
37,right,D3_D5,0.07507557
37,right,D4_D5,0.009466789
