subject,hand,comparison,volume_a,volume_b,overlap
31,left,D1_D2,1018,1936,671
31,left,D1_D3,1018,1435,576
31,left,D1_D4,1018,1132,375
31,left,D1_D5,1018,2763,698
31,left,D2_D3,1936,1435,975
31,left,D2_D4,1936,1132,682
31,left,D2_D5,1936,2763,1334
31,left,D3_D4,1435,1132,731
31,left,D3_D5,1435,2763,1163
31,left,D4_D5,1132,2763,987
31,right,D1_D2,1793,1780,993
31,right,D1_D3,1793,1976,945
31,right,D1_D4,1793,1740,679
31,right,D1_D5,1793,2113,662
31,right,D2_D3,1780,1976,1082
31,right,D2_D4,1780,1740,926
31,right,D2_D5,1780,2113,949
31,right,D3_D4,1976,1740,1047
31,right,D3_D5,1976,2113,1286
31,right,D4_D5,1740,2113,1106
