subject,hand,comparison,distance
63,left,D1_D2,0.108445
63,left,D1_D3,0.1674218
63,left,D1_D4,0.2278401
63,left,D1_D5,0.2050425
63,left,D2_D3,0.09522452
63,left,D2_D4,0.1517535
63,left,D2_D5,0.1757651
63,left,D3_D4,0.06490185
63,left,D3_D5,0.1136572
63,left,D4_D5,0.04329056
63,right,D1_D2,0.04928843
63,right,D1_D3,0.304225
63,right,D1_D4,0.1743222
63,right,D1_D5,0.2396737
63,right,D2_D3,0.158642
63,right,D2_D4,0.1387023
63,right,D2_D5,0.180203
63,right,D3_D4,0.280709
63,right,D3_D5,0.2586818
63,right,D4_D5,0.1074833
