subject,hand,comparison,volume_a,volume_b,overlap
39,left,D1_D2,2491,1807,1275
39,left,D1_D3,2491,819,695
39,left,D1_D4,2491,2255,1608
39,left,D1_D5,2491,1754,1224
39,left,D2_D3,1807,819,569
39,left,D2_D4,1807,2255,1195
39,left,D2_D5,1807,1754,904
39,left,D3_D4,819,2255,639
39,left,D3_D5,819,1754,576
39,left,D4_D5,2255,1754,1246
39,right,D1_D2,751,1823,348
39,right,D1_D3,751,1038,251
39,right,D1_D4,751,1470,279
39,right,D1_D5,751,2489,347
39,right,D2_D3,1823,1038,700
39,right,D2_D4,1823,1470,829
39,right,D2_D5,1823,2489,1322
39,right,D3_D4,1038,1470,588
39,right,D3_D5,1038,2489,817
39,right,D4_D5,1470,2489,1128
