subject,hand,comparison,distance
39,left,D1_D2,0.02919029
39,left,D1_D3,0.01572548
39,left,D1_D4,0.02329161
39,left,D1_D5,0.03172838
39,left,D2_D3,0.06528831
39,left,D2_D4,0.1325279
39,left,D2_D5,0.1462201
39,left,D3_D4,0.009050019
39,left,D3_D5,0.03078661
39,left,D4_D5,0.03673234
39,right,D1_D2,-0.05575503
39,right,D1_D3,0.0440509
39,right,D1_D4,0.1522078
39,right,D1_D5,0.1628797
39,right,D2_D3,0.002813329
39,right,D2_D4,0.09585618
39,right,D2_D5,0.1010712
39,right,D3_D4,0.03274191
39,right,D3_D5,0.1037022
39,right,D4_D5,0.04996696
