subject,hand,comparison,volume_a,volume_b,overlap
29,left,D1_D2,1096,1977,768
29,left,D1_D3,1096,1642,673
29,left,D1_D4,1096,1678,637
29,left,D1_D5,1096,1818,665
29,left,D2_D3,1977,1642,1314
29,left,D2_D4,1977,1678,1263
29,left,D2_D5,1977,1818,1224
29,left,D3_D4,1642,1678,1255
29,left,D3_D5,1642,1818,1239
29,left,D4_D5,1678,1818,1278
29,right,D1_D2,1254,705,526
29,right,D1_D3,1254,832,491
29,right,D1_D4,1254,1488,689
29,right,D1_D5,1254,1131,606
29,right,D2_D3,705,832,435
29,right,D2_D4,705,1488,561
29,right,D2_D5,705,1131,518
29,right,D3_D4,832,1488,652
29,right,D3_D5,832,1131,593
29,right,D4_D5,1488,1131,880
