subject,hand,comparison,volume_a,volume_b,overlap
29,left,D1_D2,653,662,333
29,left,D1_D3,653,659,307
29,left,D1_D4,653,573,247
29,left,D1_D5,653,843,302
29,left,D2_D3,662,659,414
29,left,D2_D4,662,573,323
29,left,D2_D5,662,843,398
29,left,D3_D4,659,573,370
29,left,D3_D5,659,843,401
29,left,D4_D5,573,843,381
29,right,D1_D2,285,195,102
29,right,D1_D3,285,210,70
29,right,D1_D4,285,571,132
29,right,D1_D5,285,348,112
29,right,D2_D3,195,210,74
29,right,D2_D4,195,571,138
29,right,D2_D5,195,348,106
29,right,D3_D4,210,571,136
29,right,D3_D5,210,348,107
29,right,D4_D5,571,348,269
