subject,hand,comparison,distance
14,left,D1_D2,0.140557
14,left,D1_D3,0.1496563
14,left,D1_D4,0.2364587
14,left,D1_D5,0.2302822
14,left,D2_D3,0.04400408
14,left,D2_D4,0.08286507
14,left,D2_D5,0.1224755
14,left,D3_D4,0.03199008
14,left,D3_D5,0.1301996
14,left,D4_D5,0.05381454
14,right,D1_D2,0.05505677
14,right,D1_D3,0.1529708
14,right,D1_D4,0.1624736
14,right,D1_D5,0.1464131
14,right,D2_D3,0.02229709
14,right,D2_D4,0.03401354
14,right,D2_D5,0.09824638
14,right,D3_D4,-0.003939567
14,right,D3_D5,0.0587014
14,right,D4_D5,0.002128348
