subject,hand,comparison,volume_a,volume_b,overlap
14,left,D1_D2,685,618,290
14,left,D1_D3,685,975,405
14,left,D1_D4,685,757,207
14,left,D1_D5,685,1544,402
14,left,D2_D3,618,975,515
14,left,D2_D4,618,757,397
14,left,D2_D5,618,1544,535
14,left,D3_D4,975,757,538
14,left,D3_D5,975,1544,775
14,left,D4_D5,757,1544,614
14,right,D1_D2,441,519,246
14,right,D1_D3,441,448,191
14,right,D1_D4,441,458,146
14,right,D1_D5,441,466,122
14,right,D2_D3,519,448,248
14,right,D2_D4,519,458,214
14,right,D2_D5,519,466,223
14,right,D3_D4,448,458,227
14,right,D3_D5,448,466,184
14,right,D4_D5,458,466,277
