subject,hand,digit,hemisphere,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
14,left,D1,left,7680,-1.583,-0.2584,0.0536,0.000944,0.3746,2.921,0.3583,135,99,137,-45,-27,65
14,left,D1,right,8718,-2.114,-0.3306,0.1275,0.04876,0.5867,4.324,0.5176,34,118,125,56,-8,53
14,left,D2,left,7680,-1.569,-0.304,-0.02552,-0.04132,0.2602,2.456,0.2401,136,99,136,-46,-27,64
14,left,D2,right,8718,-1.231,-0.3244,0.08377,0.02049,0.5036,5.776,0.4447,36,111,132,54,-15,60
14,left,D3,left,7680,-0.8097,-0.3157,-0.03167,-0.04854,0.2613,2.283,0.2473,131,100,141,-41,-26,69
14,left,D3,right,8718,-1.302,-0.1954,0.1932,0.1113,0.6068,4.802,0.4521,37,111,132,53,-15,60
14,left,D4,left,7680,-1.131,-0.3481,-0.02233,-0.05969,0.3287,2.411,0.3027,131,100,141,-41,-26,69
14,left,D4,right,8718,-1.247,-0.3471,0.1001,0.02306,0.618,5.216,0.4712,38,111,133,52,-15,61
14,left,D5,left,7680,-1.263,-0.4203,-0.04894,-0.09856,0.3688,3.425,0.3527,128,102,142,-38,-24,70
14,left,D5,right,8718,-0.8388,-0.2657,0.2595,0.1536,0.8505,5.499,0.5584,31,119,120,59,-7,48
14,right,D1,left,7680,-1.134,-0.2676,0.2425,0.1242,0.8252,5.464,0.58,137,111,136,-47,-15,64
14,right,D1,right,8718,-2.323,-0.3936,-0.08407,-0.0698,0.2165,2.436,0.2841,30,118,121,60,-8,49
14,right,D2,left,7680,-1.716,-0.3164,0.3289,0.2013,1.016,8.062,0.7489,136,99,136,-46,-27,64
14,right,D2,right,8718,-4.908,-0.5991,-0.1255,-0.09654,0.3235,1.928,0.4165,31,119,120,59,-7,48
14,right,D3,left,7680,-2.39,-0.4311,0.1471,0.08515,0.7624,4.892,0.5635,128,104,141,-38,-22,69
14,right,D3,right,8718,-1.779,-0.3548,-0.08643,-0.08397,0.1986,1.334,0.2361,31,117,124,59,-9,52
14,right,D4,left,7680,-1.56,-0.3912,0.2498,0.1166,0.9127,8.492,0.7832,136,99,136,-46,-27,64
14,right,D4,right,8718,-1.898,-0.5223,-0.1456,-0.1407,0.226,1.862,0.3329,31,119,120,59,-7,48
14,right,D5,left,7680,-1.581,-0.2932,0.235,0.1226,0.8491,6.19,0.6151,128,102,142,-38,-24,70
14,right,D5,right,8718,-3.456,-0.4965,-0.1262,-0.09983,0.2325,1.154,0.332,28,115,115,62,-11,43
