subject,hand,run,volume,displacement
14,left,1,1,0.593575
14,left,1,2,0.632535
14,left,1,3,0.584295
14,left,1,4,0.572691
14,left,1,5,0.585361
14,left,1,6,0.552488
14,left,1,7,0.530753
14,left,1,8,0.561516
14,left,1,9,0.540423
14,left,1,10,0.506283
14,left,1,11,0.475669
14,left,1,12,0.495881
14,left,1,13,0.498666
14,left,1,14,0.466619
14,left,1,15,0.45409
14,left,1,16,0.462373
14,left,1,17,0.463405
14,left,1,18,0.441334
14,left,1,19,0.408415
14,left,1,20,0.364301
14,left,1,21,0.383064
14,left,1,22,0.381599
14,left,1,23,0.381519
14,left,1,24,0.392573
14,left,1,25,0.393946
14,left,1,26,0.344135
14,left,1,27,0.336465
14,left,1,28,0.327459
14,left,1,29,0.31981
14,left,1,30,0.279585
14,left,1,31,0.269454
14,left,1,32,0.278045
14,left,1,33,0.278231
14,left,1,34,0.262429
14,left,1,35,0.232039
14,left,1,36,0.260051
14,left,1,37,0.207069
14,left,1,38,0.225327
14,left,1,39,0.248564
14,left,1,40,0.196514
14,left,1,41,0.200986
14,left,1,42,0.224484
14,left,1,43,0.199428
14,left,1,44,0.172877
14,left,1,45,0.159271
14,left,1,46,0.164921
14,left,1,47,0.167271
14,left,1,48,0.160298
14,left,1,49,0.109653
14,left,1,50,0.126427
14,left,1,51,0.189717
14,left,1,52,0.154839
14,left,1,53,0.102978
14,left,1,54,0.0971417
14,left,1,55,0.0952372
14,left,1,56,0.0955157
14,left,1,57,0.0440568
14,left,1,58,0.0787095
14,left,1,59,0.0704531
14,left,1,60,0.00466254
14,left,1,61,0.0470603
14,left,1,62,0.0674513
14,left,1,63,0.0552471
14,left,1,64,0.0691632
14,left,1,65,0.0660707
14,left,1,66,0.0659999
14,left,1,67,0.073192
14,left,1,68,0.0996331
14,left,1,69,0.0891874
14,left,1,70,0.102259
14,left,1,71,0.0986038
14,left,1,72,0.115221
14,left,1,73,0.104198
14,left,1,74,0.134714
14,left,1,75,0.14629
14,left,1,76,0.120342
14,left,1,77,0.131972
14,left,1,78,0.157221
14,left,1,79,0.150348
14,left,1,80,0.16338
14,left,1,81,0.16066
14,left,1,82,0.171561
14,left,1,83,0.179405
14,left,1,84,0.16658
14,left,1,85,0.197186
14,left,1,86,0.22786
14,left,1,87,0.203886
14,left,1,88,0.192856
14,left,1,89,0.241116
14,left,1,90,0.339392
14,left,1,91,0.334363
14,left,1,92,0.317718
14,left,1,93,0.344826
14,left,1,94,0.336873
14,left,1,95,0.34585
14,left,1,96,0.377323
14,left,1,97,0.374111
14,left,1,98,0.357726
14,left,1,99,0.408594
14,left,1,100,0.404136
14,left,1,101,0.421033
14,left,1,102,0.43185
14,left,1,103,0.460739
14,left,1,104,0.462229
14,left,1,105,0.47867
14,left,1,106,0.511783
14,left,1,107,0.546233
14,left,1,108,0.562834
14,left,1,109,0.536287
14,left,1,110,0.591572
14,left,1,111,0.596386
