subject,hand,comparison,volume_a,volume_b,overlap
33,left,D1_D2,5082,4312,3914
33,left,D1_D3,5082,4006,3556
33,left,D1_D4,5082,2865,2541
33,left,D1_D5,5082,3581,2836
33,left,D2_D3,4312,4006,3439
33,left,D2_D4,4312,2865,2491
33,left,D2_D5,4312,3581,2741
33,left,D3_D4,4006,2865,2465
33,left,D3_D5,4006,3581,2761
33,left,D4_D5,2865,3581,2567
33,right,D1_D2,1160,626,276
33,right,D1_D3,1160,854,391
33,right,D1_D4,1160,1556,524
33,right,D1_D5,1160,1090,478
33,right,D2_D3,626,854,280
33,right,D2_D4,626,1556,256
33,right,D2_D5,626,1090,289
33,right,D3_D4,854,1556,558
33,right,D3_D5,854,1090,548
33,right,D4_D5,1556,1090,788
