subject,hand,comparison,volume_a,volume_b,overlap
43,left,D1_D2,1377,1474,831
43,left,D1_D3,1377,1111,656
43,left,D1_D4,1377,1274,633
43,left,D1_D5,1377,1767,712
43,left,D2_D3,1474,1111,812
43,left,D2_D4,1474,1274,736
43,left,D2_D5,1474,1767,932
43,left,D3_D4,1111,1274,716
43,left,D3_D5,1111,1767,843
43,left,D4_D5,1274,1767,932
43,right,D1_D2,777,1707,564
43,right,D1_D3,777,1176,443
43,right,D1_D4,777,1593,460
43,right,D1_D5,777,1184,344
43,right,D2_D3,1707,1176,848
43,right,D2_D4,1707,1593,1118
43,right,D2_D5,1707,1184,799
43,right,D3_D4,1176,1593,856
43,right,D3_D5,1176,1184,727
43,right,D4_D5,1593,1184,871
