subject,hand,run,volume,displacement
30,left,1,1,0.529043
30,left,1,2,0.498186
30,left,1,3,0.552497
30,left,1,4,0.541025
30,left,1,5,0.49503
30,left,1,6,0.504298
30,left,1,7,0.538661
30,left,1,8,0.488058
30,left,1,9,0.459155
30,left,1,10,0.486278
30,left,1,11,0.398382
30,left,1,12,0.444393
30,left,1,13,0.452377
30,left,1,14,0.424772
30,left,1,15,0.433543
30,left,1,16,0.435753
30,left,1,17,0.389955
30,left,1,18,0.413437
30,left,1,19,0.406673
30,left,1,20,0.349115
30,left,1,21,0.368487
30,left,1,22,0.317601
30,left,1,23,0.338592
30,left,1,24,0.272903
30,left,1,25,0.354309
30,left,1,26,0.298672
30,left,1,27,0.31629
30,left,1,28,0.328526
30,left,1,29,0.290164
30,left,1,30,0.323553
30,left,1,31,0.316443
30,left,1,32,0.272021
30,left,1,33,0.291383
30,left,1,34,0.286622
30,left,1,35,0.245958
30,left,1,36,0.288885
30,left,1,37,0.232059
30,left,1,38,0.260357
30,left,1,39,0.231329
30,left,1,40,0.207704
30,left,1,41,0.233895
30,left,1,42,0.198784
30,left,1,43,0.183757
30,left,1,44,0.211718
30,left,1,45,0.171142
30,left,1,46,0.162091
30,left,1,47,0.177005
30,left,1,48,0.121627
30,left,1,49,0.103773
30,left,1,50,0.138154
30,left,1,51,0.0780361
30,left,1,52,0.0663501
30,left,1,53,0.0994753
30,left,1,54,0.0605544
30,left,1,55,0.0690914
30,left,1,56,0.0550169
30,left,1,57,0.0531177
30,left,1,58,0.0846423
30,left,1,59,0.0517403
30,left,1,60,0.00752432
30,left,1,61,0.0589515
30,left,1,62,0.0595081
30,left,1,63,0.0792062
30,left,1,64,0.0496086
30,left,1,65,0.071594
30,left,1,66,0.112648
30,left,1,67,0.243113
30,left,1,68,0.2469
30,left,1,69,0.177395
30,left,1,70,0.185348
30,left,1,71,0.174463
30,left,1,72,0.176584
30,left,1,73,0.186766
30,left,1,74,0.165066
30,left,1,75,0.154047
30,left,1,76,0.160986
30,left,1,77,0.145461
30,left,1,78,0.1499
30,left,1,79,0.16526
30,left,1,80,0.161702
30,left,1,81,0.164673
30,left,1,82,0.194131
30,left,1,83,0.182167
30,left,1,84,0.183369
30,left,1,85,0.2024
30,left,1,86,0.21379
30,left,1,87,0.216108
30,left,1,88,0.256348
30,left,1,89,0.285497
30,left,1,90,0.348195
30,left,1,91,0.309093
30,left,1,92,0.325355
30,left,1,93,0.337159
30,left,1,94,0.322254
30,left,1,95,0.391243
30,left,1,96,0.349599
30,left,1,97,0.394542
30,left,1,98,0.346525
30,left,1,99,0.378912
30,left,1,100,0.391498
30,left,1,101,0.387168
30,left,1,102,0.414118
30,left,1,103,0.402611
30,left,1,104,0.426383
30,left,1,105,0.488506
30,left,1,106,0.461869
30,left,1,107,0.489518
30,left,1,108,0.55517
30,left,1,109,0.489087
30,left,1,110,0.517971
30,left,1,111,0.559492
30,left,1,112,0.535888
30,left,1,113,0.5516
30,left,1,114,0.612812
30,left,1,115,0.555231
30,left,1,116,0.59972
30,left,1,117,0.605748
30,left,1,118,0.60103
30,left,2,1,1.24566
30,left,2,2,1.25385
30,left,2,3,1.14292
30,left,2,4,1.18036
30,left,2,5,1.15469
30,left,2,6,1.07537
30,left,2,7,1.10654
30,left,2,8,1.06114
30,left,2,9,1.0112
30,left,2,10,1.0363
30,left,2,11,0.986356
30,left,2,12,0.960521
30,left,2,13,0.963341
30,left,2,14,0.915173
30,left,2,15,0.886005
30,left,2,16,0.888799
30,left,2,17,0.797377
30,left,2,18,0.775707
30,left,2,19,0.768454
30,left,2,20,0.694892
30,left,2,21,0.757275
30,left,2,22,0.699795
30,left,2,23,0.750969
30,left,2,24,0.692568
30,left,2,25,0.672108
30,left,2,26,0.697423
30,left,2,27,0.617833
30,left,2,28,0.654553
30,left,2,29,0.574429
30,left,2,30,0.577809
30,left,2,31,0.553044
30,left,2,32,0.496624
30,left,2,33,0.520105
30,left,2,34,0.462927
30,left,2,35,0.459054
30,left,2,36,0.470368
30,left,2,37,0.39662
30,left,2,38,0.392216
30,left,2,39,0.402117
30,left,2,40,0.338502
30,left,2,41,0.37204
30,left,2,42,0.336004
30,left,2,43,0.298563
30,left,2,44,0.315458
30,left,2,45,0.311724
30,left,2,46,0.273561
30,left,2,47,0.273068
30,left,2,48,0.24889
30,left,2,49,0.19597
30,left,2,50,0.228875
30,left,2,51,0.193474
30,left,2,52,0.15504
30,left,2,53,0.161477
30,left,2,54,0.136642
30,left,2,55,0.113548
30,left,2,56,0.118797
30,left,2,57,0.108369
30,left,2,58,0.0789087
30,left,2,59,0.0831161
30,left,2,60,0.0094983
30,left,2,61,0.0634033
