subject,hand,comparison,distance
30,left,D1_D2,0.2004137
30,left,D1_D3,0.3305576
30,left,D1_D4,0.3902756
30,left,D1_D5,0.3080456
30,left,D2_D3,0.1178679
30,left,D2_D4,0.2285417
30,left,D2_D5,0.2640944
30,left,D3_D4,0.1258812
30,left,D3_D5,0.1701076
30,left,D4_D5,0.04145174
30,right,D1_D2,0.214812
30,right,D1_D3,0.444963
30,right,D1_D4,0.3148084
30,right,D1_D5,0.3555707
30,right,D2_D3,0.1039827
30,right,D2_D4,0.1430281
30,right,D2_D5,0.1559407
30,right,D3_D4,0.1206963
30,right,D3_D5,0.1574961
30,right,D4_D5,-0.005094563
