subject,hand,digit,hemisphere,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
30,left,D1,left,6881,-2.649,-0.4867,-0.02278,-0.08093,0.4466,7.271,0.5476,149,97,122,-59,-29,50
30,left,D1,right,7126,-4.426,-0.2757,0.3109,0.1918,0.9977,10.23,0.6804,38,107,134,52,-19,62
30,left,D2,left,6881,-2.499,-0.4593,-0.1239,-0.1193,0.202,2.496,0.3207,127,107,144,-37,-19,72
30,left,D2,right,7126,-2.953,-0.1833,0.3289,0.1921,0.9472,9.842,0.6783,52,101,144,38,-25,72
30,left,D3,left,6881,-1.954,-0.4422,-0.1009,-0.1159,0.2634,2.33,0.3336,139,102,137,-49,-24,65
30,left,D3,right,7126,-1.092,-0.2606,0.2883,0.1424,0.8851,10.83,0.7188,43,104,139,47,-22,67
30,left,D4,left,6881,-3.656,-0.5457,-0.1484,-0.1605,0.2559,4.25,0.3919,149,97,122,-59,-29,50
30,left,D4,right,7126,-1.131,-0.2806,0.4285,0.2415,1.255,13.53,0.8536,52,101,143,38,-25,71
30,left,D5,left,6881,-2.422,-0.3869,-0.0535,-0.08189,0.2919,3.054,0.3401,149,97,122,-59,-29,50
30,left,D5,right,7126,-3.465,-0.3259,0.1005,0.000425,0.6761,5.836,0.5044,48,100,141,42,-26,69
30,right,D1,left,6881,-0.9789,-0.2239,0.3259,0.158,0.9612,12.46,0.7516,148,96,124,-58,-30,52
30,right,D1,right,7126,-3.123,-0.3664,-0.04378,-0.04056,0.2892,1.931,0.2941,57,103,147,33,-23,75
30,right,D2,left,6881,-0.7207,-0.1546,0.3205,0.2128,0.8757,5.555,0.5275,148,97,124,-58,-29,52
30,right,D2,right,7126,-3.327,-0.456,-0.1367,-0.1133,0.1832,1.464,0.3238,46,111,142,44,-15,70
30,right,D3,left,6881,-0.6293,-0.07114,0.5064,0.3244,1.229,9.945,0.7342,148,96,124,-58,-30,52
30,right,D3,right,7126,-1.071,-0.1593,0.1702,0.1203,0.4926,6.071,0.379,40,106,136,50,-20,64
30,right,D4,left,6881,-1.253,-0.3569,0.04851,-0.004025,0.523,3.369,0.3793,136,91,136,-46,-35,64
30,right,D4,right,7126,-5.115,-0.5584,-0.2003,-0.1553,0.1578,2.389,0.3852,48,100,141,42,-26,69
30,right,D5,left,6881,-0.996,-0.2791,0.2217,0.1106,0.8457,4.944,0.5349,136,91,136,-46,-35,64
30,right,D5,right,7126,-5.044,-0.3714,-0.08045,-0.06855,0.2095,2.419,0.3218,49,107,144,41,-19,72
