subject,hand,comparison,volume_a,volume_b,overlap
24,left,D1_D2,2601,3335,1875
24,left,D1_D3,2601,3613,1650
24,left,D1_D4,2601,3516,1613
24,left,D1_D5,2601,3050,1391
24,left,D2_D3,3335,3613,2637
24,left,D2_D4,3335,3516,2553
24,left,D2_D5,3335,3050,2250
24,left,D3_D4,3613,3516,3023
24,left,D3_D5,3613,3050,2659
24,left,D4_D5,3516,3050,2654
24,right,D1_D2,3740,2176,1730
24,right,D1_D3,3740,2341,1603
24,right,D1_D4,3740,1513,909
24,right,D1_D5,3740,3416,1970
24,right,D2_D3,2176,2341,1578
24,right,D2_D4,2176,1513,1009
24,right,D2_D5,2176,3416,1721
24,right,D3_D4,2341,1513,1139
24,right,D3_D5,2341,3416,2024
24,right,D4_D5,1513,3416,1399
