subject,hand,comparison,volume_a,volume_b,overlap
36,left,D1_D2,730,957,277
36,left,D1_D3,730,943,169
36,left,D1_D4,730,1316,195
36,left,D1_D5,730,1405,195
36,left,D2_D3,957,943,450
36,left,D2_D4,957,1316,453
36,left,D2_D5,957,1405,458
36,left,D3_D4,943,1316,625
36,left,D3_D5,943,1405,567
36,left,D4_D5,1316,1405,943
36,right,D1_D2,3615,2301,1669
36,right,D1_D3,3615,2138,1684
36,right,D1_D4,3615,2814,2156
36,right,D1_D5,3615,1744,1369
36,right,D2_D3,2301,2138,1347
36,right,D2_D4,2301,2814,1593
36,right,D2_D5,2301,1744,1192
36,right,D3_D4,2138,2814,1876
36,right,D3_D5,2138,1744,1299
36,right,D4_D5,2814,1744,1582
