subject,hand,comparison,volume_a,volume_b,overlap
36,left,D1_D2,566,480,158
36,left,D1_D3,566,652,104
36,left,D1_D4,566,754,56
36,left,D1_D5,566,827,78
36,left,D2_D3,480,652,198
36,left,D2_D4,480,754,114
36,left,D2_D5,480,827,97
36,left,D3_D4,652,754,255
36,left,D3_D5,652,827,164
36,left,D4_D5,754,827,427
36,right,D1_D2,2236,1642,1126
36,right,D1_D3,2236,1132,802
36,right,D1_D4,2236,1641,1178
36,right,D1_D5,2236,1043,781
36,right,D2_D3,1642,1132,758
36,right,D2_D4,1642,1641,1046
36,right,D2_D5,1642,1043,782
36,right,D3_D4,1132,1641,973
36,right,D3_D5,1132,1043,695
36,right,D4_D5,1641,1043,975
