subject,hand,comparison,distance
36,left,D1_D2,0.7988958
36,left,D1_D3,1.077227
36,left,D1_D4,1.277567
36,left,D1_D5,1.540704
36,left,D2_D3,0.413938
36,left,D2_D4,0.6199923
36,left,D2_D5,0.8077609
36,left,D3_D4,0.2582645
36,left,D3_D5,0.6165894
36,left,D4_D5,0.1996648
36,right,D1_D2,0.2202536
36,right,D1_D3,0.3012168
36,right,D1_D4,0.3373903
36,right,D1_D5,0.2886832
36,right,D2_D3,0.09987332
36,right,D2_D4,0.2154001
36,right,D2_D5,0.1685241
36,right,D3_D4,0.05522184
36,right,D3_D5,0.1211632
36,right,D4_D5,0.005234527
