subject,hand,hemisphere,fold,correlation_coefficient
34,left,right,1,0.7286576
34,left,right,2,0.7607496
34,left,right,3,0.7506389
34,left,right,4,0.5469595
34,right,left,1,0.7597524
34,right,left,2,0.8282221
34,right,left,3,0.6344537
