subject,hand,comparison,distance
34,left,D1_D2,0.1286978
34,left,D1_D3,0.1379925
34,left,D1_D4,0.1753644
34,left,D1_D5,0.1095135
34,left,D2_D3,0.0061704
34,left,D2_D4,0.03730129
34,left,D2_D5,-0.005296175
34,left,D3_D4,0.08769772
34,left,D3_D5,0.05814517
34,left,D4_D5,0.1047844
34,right,D1_D2,0.2505529
34,right,D1_D3,0.4890796
34,right,D1_D4,0.5936075
34,right,D1_D5,0.5110354
34,right,D2_D3,0.2523127
34,right,D2_D4,0.3137476
34,right,D2_D5,0.3714528
34,right,D3_D4,0.08709452
34,right,D3_D5,0.206323
34,right,D4_D5,0.1441133
